absolute_magnitude_h,diameter_min_km,diameter_max_km,relative_velocity_km_s,miss_distance_km,orbital_eccentricity,is_potentially_hazardous_asteroid,diameter_mean_km,id,name,date,orbiting_body
17.88014390019233,1.060891068721008,2.1275551447344565,42.85037681491382,7727044.213344907,0.783071525252799,1,1.5942231067277324,NEO_00018,(951271) Epsilon 1982,2024-01-05,Earth
27.38340456821038,0.35481408459949393,0.11053594965781366,3.650364721866464,40467715.6015679,0.20630136264145083,0,0.2326750171286538,NEO_00019,(521441) Zeta 1969,2024-01-05,Earth
18.431599119505762,0.2842028832825175,0.2658023553142235,2.882939591610975,22657587.279536884,0.1814865112412663,0,0.27500261929837055,NEO_00020,(958811) Beta 2023,2024-01-06,Earth
19.850004714779,0.34512556713599973,1.514847920525921,27.400583773608936,5286845.348957254,0.7804908599158502,1,0.9299867438309604,NEO_00021,(590391) Delta 1986,2024-01-06,Earth
23.371065418185477,0.36948615541641194,0.35261489396437684,6.808529919541053,13501646.254455714,0.2943008737831016,0,0.3610505246903944,NEO_00022,(856355) Epsilon 1967,2024-01-06,Earth
19.170670164276057,0.3087085069458483,0.3971935583843478,21.059822269852383,67471862.11077662,0.14943183280930872,0,0.35295103266509803,NEO_00023,(553372) Gamma 2015,2024-01-06,Earth
21.59491151219755,0.4955931444423513,0.3942384547042712,6.918487239472591,21866946.27821901,0.13985171711913108,0,0.4449157995733113,NEO_00024,(201551) Alpha 2007,2024-01-07,Earth
27.823786169086063,0.3344381864789531,0.21834020790818348,15.802806588460989,60920257.15233845,0.5051380316745994,0,0.2763891971935683,NEO_00025,(986226) Alpha 1977,2024-01-07,Earth
27.41464808776525,0.052152354267348947,0.3447547535157679,8.720079751829168,53479719.32941448,0.421500824935034,0,0.19845355389155842,NEO_00026,(681154) Alpha 1959,2024-01-07,Earth
16.214033055610468,1.0089468844698504,1.1522096814913112,37.30046920464801,1254162.8677764297,0.5212350932825076,1,1.0805782829805808,NEO_00027,(870880) Beta 1958,2024-01-07,Earth
14.54752567394101,0.6964470472491735,1.7399735792209337,16.53417798972626,5446878.344677371,0.5783617580729346,1,1.2182103132350535,NEO_00028,(530779) Gamma 2006,2024-01-08,Earth
19.705241236872915,0.37523027472918974,0.8901768884005625,5.8773541860660945,46314334.44579095,0.16984025879470918,0,0.6327035815648762,NEO_00029,(433636) Alpha 1971,2024-01-08,Earth
26.46452291734518,0.49563674085739196,0.22649767082052472,15.586064394295661,48547048.10862785,0.12274779330416494,0,0.36106720583895835,NEO_00030,(135135) Alpha 2020,2024-01-08,Earth
23.031362585800878,0.3088465322694954,0.7889616090919988,6.936167579658,52768337.711780116,0.28100605236261456,0,0.5489040706807471,NEO_00031,(694487) Delta 1974,2024-01-08,Earth
27.49799913291924,0.3296951799749372,0.5447912025252699,23.73017601060446,9190927.59012869,0.5759605348323487,0,0.4372431912501036,NEO_00032,(283258) Alpha 1955,2024-01-09,Earth
19.86518510399854,0.21797884196326936,0.26667601108072114,17.488462396077825,50341911.1285753,0.08379545957193313,0,0.24232742652199524,NEO_00033,(312854) Beta 2012,2024-01-09,Earth
26.967654246264253,0.1872526440230407,0.8868002722166582,20.75161132100242,58611357.19291386,0.27191453296484974,0,0.5370264581198495,NEO_00034,(604840) Delta 1998,2024-01-09,Earth
23.74473113179912,0.4815005107435523,0.6194798980610957,13.360135833033354,11298213.4121617,0.3495054285600715,0,0.550490204402324,NEO_00035,(284544) Gamma 2009,2024-01-09,Earth
25.55137255673619,0.18025745133048307,0.5919833981690097,2.640476807439007,65428710.18710143,0.15405768581469517,0,0.3861204247497464,NEO_00036,(104677) Epsilon 1980,2024-01-10,Earth
23.912754357449295,0.20025864198884477,0.4996393742819827,21.239828026909194,1944086.6184869963,0.2303110093675187,0,0.34994900813541374,NEO_00037,(574081) Alpha 2011,2024-01-10,Earth
24.939484444671002,0.09674179503465272,0.24402244281687466,10.978602484559726,21290654.89019767,0.16224821363566813,0,0.1703821189257637,NEO_00038,(511811) Delta 1957,2024-01-10,Earth
17.79815204834921,1.2068167879445553,2.9550200747184117,44.787835394065354,2230077.069260744,0.8446567461901073,1,2.0809184313314835,NEO_00039,(658745) Delta 1997,2024-01-10,Earth
25.69993553098611,0.04665193186147968,0.3428386481153929,12.279718435790478,14466489.688086879,0.21313686518640118,0,0.1947452899884363,NEO_00040,(566516) Delta 2017,2024-01-11,Earth
22.275410183585496,0.4742782001741162,0.2751602606386886,8.189576270892974,13952845.992765393,0.20649776212231358,0,0.3747192304064024,NEO_00041,(612445) Zeta 2000,2024-01-11,Earth
21.28664545369916,0.23713174343908702,0.4705889874260577,5.912322617374815,47082885.56235613,0.5431160621579556,0,0.3538603654325724,NEO_00042,(737031) Zeta 1991,2024-01-11,Earth
26.068347392672642,0.49856512557869787,0.688757141326667,9.605883076596957,31983674.987178683,0.3601411065804712,0,0.5936611334526825,NEO_00043,(658180) Epsilon 1959,2024-01-11,Earth
14.319380260510009,0.5473887332555354,2.877599163573486,11.960185798850942,4024273.0812472776,0.38962898173585925,1,1.7124939484145107,NEO_00044,(346889) Beta 1950,2024-01-12,Earth
20.1579729828567,1.1651386430816002,2.170854059766873,21.706203906696313,7265185.595662125,0.570678041878705,1,1.6679963514242366,NEO_00045,(423860) Alpha 1964,2024-01-12,Earth
18.83500716698669,0.14653962677594232,0.44237800675680616,8.294620294120655,42069685.55475436,0.48926067919615,0,0.29445881676637425,NEO_00046,(176675) Delta 2010,2024-01-12,Earth
17.86798468085443,0.654888204514768,0.3819552749391115,32.02282538165457,7718390.548884293,0.6225486828309086,1,0.5184217397269397,NEO_00047,(646707) Beta 1983,2024-01-12,Earth
21.88169926206522,0.4815330099256383,0.3355351153623154,23.22865764236277,17432119.102933045,0.27150671661075687,0,0.40853406264397685,NEO_00048,(794651) Zeta 1997,2024-01-13,Earth
27.666548190436696,0.05612658245256594,0.3220109780694607,7.373987991006546,53391182.97737468,0.3550778636336019,0,0.18906878026101331,NEO_00049,(420032) Beta 2010,2024-01-13,Earth
23.833687650971598,0.005875652862172646,0.7263092063519222,5.358735226158464,4836780.995951783,0.07707150299741888,0,0.3660924296070474,NEO_00050,(928681) Zeta 2014,2024-01-13,Earth
20.221078104707303,0.3328533005985815,0.8065148894533511,20.295004181260488,9975566.21819734,0.35605555054185206,0,0.5696840950259663,NEO_00051,(554988) Alpha 1954,2024-01-13,Earth
23.73437888123286,0.016535907359371167,0.9511283323002541,11.066751854975525,17175366.400794514,0.3941250517437439,0,0.4838321198298126,NEO_00052,(538863) Alpha 1977,2024-01-14,Earth
27.06472110964547,0.31230580301360994,0.7350272763794421,11.541054429993217,51918615.37043386,0.46993371401751666,0,0.523666539696526,NEO_00053,(897406) Epsilon 1966,2024-01-14,Earth
17.160426702854366,0.8608662910642643,1.2067041845321433,16.254485665795002,6821736.782844554,0.3975066391784738,1,1.0337852377982037,NEO_00054,(984080) Beta 1962,2024-01-14,Earth
15.330042642797604,0.6209449552698397,2.238638280942904,35.89368537492365,7290549.380743101,0.5336338678001241,1,1.429791618106372,NEO_00055,(922922) Delta 1991,2024-01-14,Earth
20.292513952326416,0.13780617261334313,0.44578604168722025,6.2692941575152465,57468249.30978793,0.3805200164957454,0,0.2917961071502817,NEO_00056,(155612) Gamma 2013,2024-01-15,Earth
16.734792335338064,0.5111574369570538,2.415454056987354,42.46508057779414,1554400.45455156,0.5504297650802841,1,1.463305746972204,NEO_00057,(663998) Alpha 2022,2024-01-15,Earth
26.773730719279556,0.47242127912341375,0.771160404458109,10.552127030908068,60661465.60821167,0.17472494392580512,0,0.6217908417907614,NEO_00058,(309417) Epsilon 2008,2024-01-15,Earth
21.745401188473625,0.4016238708504077,0.5859614172525036,24.852361333592757,32139293.79901859,0.397256429326538,0,0.4937926440514556,NEO_00059,(397668) Zeta 1979,2024-01-15,Earth
23.552008115994624,0.4247486301310943,0.9716398998349454,13.009627497044828,47075480.82061755,0.36733988682972496,0,0.6981942649830198,NEO_00060,(394366) Alpha 1969,2024-01-16,Earth
19.560186404424364,0.2691604058660235,0.18021198890441498,15.895851515790017,33175373.173671737,0.21276261619013886,0,0.22468619738521925,NEO_00061,(800975) Alpha 1951,2024-01-16,Earth
23.183296523637367,0.4396800354735202,0.13178021944621518,11.991898216085715,24642515.110053986,0.3378707540071045,0,0.2857301274598677,NEO_00062,(193476) Alpha 1953,2024-01-16,Earth
26.034809303848483,0.3854333014860888,0.334142011865846,9.570907823212067,31234324.31413577,0.4582492657387577,0,0.3597876566759674,NEO_00063,(401411) Zeta 1974,2024-01-16,Earth
23.222432600548043,0.29046301771106775,0.8244900997126928,7.972108136114089,26631241.121082,0.5131909571577096,0,0.5574765587118803,NEO_00064,(963618) Alpha 2023,2024-01-17,Earth
18.154566165288674,0.211257144136258,0.2440644714591157,19.483797082170305,12556885.147493431,0.3734002548862956,0,0.22766080779768685,NEO_00065,(100801) Gamma 2023,2024-01-17,Earth
22.25436438616417,0.3593434150370207,0.15357223031299452,6.961206609836981,38549707.71275545,0.5743715836601523,0,0.2564578226750076,NEO_00066,(934397) Zeta 2019,2024-01-17,Earth
21.85097728601925,0.11757026777390506,0.4613448842751594,13.431052665101895,56082230.60743388,0.37920964626976794,0,0.28945757602453226,NEO_00067,(398113) Zeta 2015,2024-01-17,Earth
18.144083451008783,0.7468119142125887,2.296869178498705,43.553573470610814,6381371.231961125,0.8713560470173942,1,1.521840546355647,NEO_00068,(191679) Beta 1965,2024-01-18,Earth
23.70778304668912,0.21835607409165356,0.40497458440487644,6.145755591835949,29851990.383233175,0.5938622977170147,0,0.311665329248265,NEO_00069,(390507) Alpha 2021,2024-01-18,Earth
19.84854455525527,0.47311161560468273,0.7883288208126958,22.43416492468996,47309865.663198516,0.4789014862055374,0,0.6307202182086893,NEO_00070,(735311) Beta 1962,2024-01-18,Earth
20.517822958253642,0.3019729026237277,0.9115857929218811,2.303968835749692,44038272.85561663,0.2677654744077724,0,0.6067793477728044,NEO_00071,(844974) Epsilon 1993,2024-01-18,Earth
18.563754966509272,0.4938371323042929,0.7085598058678906,18.242894735741203,4474117.360885374,0.40514877384307946,0,0.6011984690860918,NEO_00072,(376999) Beta 1995,2024-01-19,Earth
21.183641729480154,0.3426026749660625,1.1544342533609238,47.10982932301629,1338407.3863479504,0.4420322855122998,1,0.7485184641634931,NEO_00073,(277476) Beta 1968,2024-01-19,Earth
22.0895294441427,0.4257522501103356,0.6783086795816724,2.053598623432123,16858044.08003567,0.27849365032564927,0,0.5520304648460039,NEO_00074,(884366) Zeta 1960,2024-01-19,Earth
27.69302535619099,0.3185786945222747,0.17511767649044496,23.85332285674227,30667075.764807697,0.5871085628275974,0,0.24684818550635984,NEO_00075,(190410) Delta 1969,2024-01-19,Earth
25.407686177542043,0.23423335411368498,0.2822325041487137,8.269977491996624,11689846.468897544,0.41658708718116916,0,0.25823292913119933,NEO_00076,(952756) Beta 2006,2024-01-20,Earth
23.85775581273463,0.05438333877465225,0.16206221472077909,1.2904748026265782,3764079.214497919,0.12699305719696957,0,0.10822277674771566,NEO_00077,(982865) Beta 1975,2024-01-20,Earth
14.007547322141049,0.7375290215246656,2.7559075559995496,14.558635484769646,7874306.765335462,0.5688512923698459,1,1.7467182887621076,NEO_00078,(306749) Alpha 1980,2024-01-20,Earth
17.860809885292166,0.6393039780323271,0.44840902846751957,22.40941134978819,1239496.1668330177,0.7308408967205166,1,0.5438565032499233,NEO_00079,(208073) Delta 2010,2024-01-20,Earth
26.036720768991145,0.0101769475971859,0.9636189798889301,24.495546764195414,57953680.82455242,0.07286842791562657,0,0.486897963743058,NEO_00080,(675932) Zeta 2017,2024-01-21,Earth
19.340152284506406,0.22320732224633008,0.5143224440817337,18.584777214166728,65346286.61093253,0.5100432058584283,0,0.3687648831640319,NEO_00081,(942329) Alpha 1968,2024-01-21,Earth
18.465369471123527,0.10568127212319961,1.6257533592060571,36.48928633318372,6601728.238130785,0.7618388509781282,1,0.8657173156646284,NEO_00082,(274588) Gamma 2019,2024-01-21,Earth
25.31993941811405,0.16741608667388094,0.568862179544838,15.961742995826562,59993207.34974173,0.35147986150041205,0,0.3681391331093595,NEO_00083,(540126) Epsilon 1979,2024-01-21,Earth
19.56437042671086,0.24081270208599737,0.6725596282374094,11.692999329805382,26679954.612035904,0.23445438341960434,0,0.4566861651617034,NEO_00084,(664376) Gamma 2020,2024-01-22,Earth
19.288797219106492,0.4030294063220765,0.6385217358679829,9.316580030865238,47631781.83218108,0.055893413732447425,0,0.5207755710950297,NEO_00085,(655673) Zeta 1968,2024-01-22,Earth
23.026790232288615,0.14926373609596433,0.6525402262840556,7.628069387701587,44098369.31990268,0.11624603699811098,0,0.40090198119000997,NEO_00086,(581438) Beta 1991,2024-01-22,Earth
18.802011280796663,0.239012038562735,0.9956063966615287,13.257888515646368,917453.0028080187,0.8500536018712481,1,0.6173092176121319,NEO_00087,(674120) Delta 1972,2024-01-22,Earth
16.737060800895158,1.304353094094321,0.7976137717652675,22.513367900968802,5434323.616740096,0.5847201375734645,1,1.0509834329297942,NEO_00088,(309966) Epsilon 2015,2024-01-23,Earth
18.614463357106047,1.293893786100359,1.7709629302454657,31.859054441015058,5074500.402547703,0.6995682996482786,1,1.5324283581729123,NEO_00089,(109921) Alpha 1977,2024-01-23,Earth
26.58412751843012,0.042108141762305505,0.20268620639914003,6.300466791112214,12971227.47449652,0.3184977214209477,0,0.12239717408072277,NEO_00090,(355564) Gamma 1990,2024-01-23,Earth
24.959742060936982,0.038989298885659794,0.9398019982092018,11.387584053027261,45487422.15180048,0.3193042418176179,0,0.48939564854743084,NEO_00091,(748140) Epsilon 1981,2024-01-23,Earth
22.591357562382612,0.08435391204257398,0.7333173797147162,5.304752368293051,57212299.32498926,0.19880759106839524,0,0.40883564587864507,NEO_00092,(680277) Beta 2021,2024-01-24,Earth
21.65707866031837,0.9540827013086389,1.4868199427868265,20.32430572693659,1258255.0015627542,0.7878852026890353,1,1.2204513220477327,NEO_00093,(104922) Alpha 2015,2024-01-24,Earth
18.200711977777264,0.19753833842142507,0.3289524227576623,3.2230115932328127,66326180.88376461,0.4452949622942112,0,0.26324538058954366,NEO_00094,(905983) Zeta 1989,2024-01-24,Earth
22.6869315979497,0.2133211738895896,0.9811944442136391,24.20884660614751,67910930.66306041,0.42539726332193634,0,0.5972578090516143,NEO_00095,(417817) Delta 1986,2024-01-24,Earth
17.5031990971433,0.37984832535563295,0.8871229169865371,12.280095502077359,547341.9032827085,0.7106612166415845,1,0.6334856211710851,NEO_00096,(716552) Alpha 2023,2024-01-25,Earth
26.56489841188322,0.4906119028356843,0.24301735090241822,16.374764405173295,11491351.152289934,0.36809786971409697,0,0.36681462686905125,NEO_00097,(757846) Delta 1959,2024-01-25,Earth
19.01471542866032,0.4311592828436674,0.20935123867082628,4.278421687628143,25489801.600513693,0.31226138275321835,0,0.32025526075724686,NEO_00098,(107086) Gamma 1963,2024-01-25,Earth
20.76031719117314,1.2854702029168048,2.7136204788089744,46.603938179601194,6005413.030297388,0.6036268154471021,1,1.9995453408628896,NEO_00099,(464069) Delta 1994,2024-01-25,Earth
20.89751452913768,0.07053868096233924,0.5817791183073325,10.722464668661594,23288886.857032478,0.10801588510356962,0,0.3261588996348359,NEO_00100,(901680) Gamma 2015,2024-01-26,Earth
19.7231987120163,0.06193284709100337,0.266797161575843,2.8475072095591907,61673784.88181471,0.3292668110037128,0,0.1643650043334232,NEO_00101,(863210) Epsilon 1990,2024-01-26,Earth
19.19762131819251,0.4997074491595626,0.22602168779798593,7.209079411730583,69332928.96176173,0.1780005919035535,0,0.36286456847877424,NEO_00102,(638562) Epsilon 1967,2024-01-26,Earth
24.424192782063155,0.2704527044782119,0.6912596406404256,19.519045863486586,34543003.47982976,0.08278952893956246,0,0.48085617255931873,NEO_00103,(884403) Zeta 1983,2024-01-26,Earth
26.170720709492798,0.2600218107829728,0.9168499023008995,9.906710522323067,40602540.75876172,0.08750264087100448,0,0.5884358565419361,NEO_00104,(116304) Zeta 1980,2024-01-27,Earth
22.281841483173142,0.12014979573838287,0.10839845784438397,3.88497349889383,68142299.05594859,0.48988085044518076,0,0.11427412679138342,NEO_00105,(388569) Beta 2007,2024-01-27,Earth
21.482554670233004,0.22744098115043598,0.9196931454795237,16.174771687303355,5723081.2270551585,0.4333632913023647,0,0.5735670633149799,NEO_00106,(502641) Zeta 1974,2024-01-27,Earth
26.955232284962005,0.3196244478843787,0.7505328728876354,14.92213203206691,40038927.284028746,0.20709429370923366,0,0.535078660386007,NEO_00107,(731036) Gamma 2021,2024-01-27,Earth
25.290071680409874,0.10328716341249466,0.9953796854527904,21.01947032801622,6311045.187280311,0.5975628952698783,0,0.5493334244326425,NEO_00108,(902523) Gamma 2016,2024-01-28,Earth
18.405283673892512,0.26453958445863845,2.8940150174826598,31.148292795362103,7330790.528996264,0.5881101091571328,1,1.5792773009706491,NEO_00109,(674699) Zeta 1966,2024-01-28,Earth
26.083973481164612,0.09615317261116962,0.3742112251882367,12.815811520028365,46656215.8995901,0.05893389376519954,0,0.23518219889970315,NEO_00110,(695597) Gamma 1958,2024-01-28,Earth
24.58693631618945,0.3162749499813175,0.6492026345298771,16.998411497118862,32624328.026542705,0.507936475329372,0,0.48273879225559735,NEO_00111,(770397) Zeta 1970,2024-01-28,Earth
18.220703786177324,0.5969425845635761,1.6799533179754749,10.985776185452906,5565043.34922166,0.7305368295891215,1,1.1384479512695256,NEO_00112,(575083) Epsilon 1960,2024-01-29,Earth
18.45446380341458,0.35732937913408147,0.6712041459285473,13.332507140962425,42129654.911443114,0.2664554348584735,0,0.5142667625313144,NEO_00113,(109491) Gamma 2002,2024-01-29,Earth
20.49292229148875,0.012212184851738583,0.5332097364717913,8.086971857150639,61663818.30948608,0.313170088558954,0,0.2727109606617649,NEO_00114,(611662) Zeta 2001,2024-01-29,Earth
27.860010638228708,0.19685428464693572,0.19492632996096754,24.35387591133599,5264783.787556361,0.05762417475207307,0,0.19589030730395163,NEO_00115,(991907) Gamma 1993,2024-01-29,Earth
19.07172011339776,0.016163142788721593,0.9554779473275832,5.524974537982027,67636557.47756258,0.28679470150217035,0,0.48582054505815236,NEO_00116,(587335) Zeta 1996,2024-01-30,Earth
19.694927466860925,0.49387347247827973,0.5995764543720576,1.0324870171712357,17042913.462340355,0.34761260368336455,0,0.5467249634251687,NEO_00117,(820989) Delta 1997,2024-01-30,Earth
16.42220102617574,1.4241449567432054,0.6765156377539325,49.0240767662661,2024556.8566593346,0.3471760265938548,1,1.050330297248569,NEO_00118,(634255) Gamma 2001,2024-01-30,Earth
18.40868616266479,0.46700363374642456,0.3155591529185843,23.834157300293583,16965263.910002515,0.5905067475007123,0,0.39128139333250445,NEO_00119,(794779) Delta 1960,2024-01-30,Earth
27.695846277645586,0.18728134882359673,0.25735476453437134,2.4989822468577145,43812691.16858597,0.11502024226009872,0,0.22231805667898402,NEO_00120,(128876) Epsilon 2022,2024-01-31,Earth
19.987156815341724,0.4279925375850366,0.15521466439960135,20.88326318677881,30314708.157897998,0.5930348872187502,0,0.29160360099231897,NEO_00121,(775331) Delta 2022,2024-01-31,Earth
19.65283303195374,1.0661722061025234,1.2367891660194819,25.402322228758468,2897110.042605243,0.8559512299310288,1,1.1514806860610025,NEO_00122,(411372) Beta 1988,2024-01-31,Earth
24.293986381352624,0.01676148626799538,0.8232431818973817,7.367827301331207,9272485.449617134,0.5639991343935336,0,0.4200023340826885,NEO_00123,(574587) Beta 1968,2024-01-31,Earth
20.279351625419416,0.104004214608541,0.23504379822458585,15.06075492288446,52624689.9313704,0.37072162050477087,0,0.16952400641656343,NEO_00124,(589170) Alpha 2007,2024-02-01,Earth
19.770104842767466,0.021744856666145656,0.6245261515751407,15.377070091609157,67110142.61544093,0.4147304369363648,0,0.3231355041206432,NEO_00125,(919444) Beta 1959,2024-02-01,Earth
19.658231295245336,1.1525800975668499,1.1186934163794764,38.304823429621415,4790108.497278992,0.7979637559274662,1,1.1356367569731631,NEO_00126,(568349) Zeta 2007,2024-02-01,Earth
20.093493233367102,0.04785645717891977,0.6417310879136184,22.191851795914552,27153793.49142942,0.08010298880874224,0,0.3447937725462691,NEO_00127,(998760) Alpha 1963,2024-02-01,Earth
19.808678811870806,1.3108238241317207,1.842237796699867,43.45514309641597,7886245.798227123,0.6686996761531155,1,1.576530810415794,NEO_00128,(772636) Delta 1964,2024-02-02,Earth
24.0617463445088,0.10612043231382762,0.2913799387339865,20.120353532592937,26016625.96257752,0.22210575141585243,0,0.19875018552390705,NEO_00129,(790527) Alpha 1966,2024-02-02,Earth
19.881211597237613,0.4088315872112844,0.5746596599104087,12.081187451514857,51577007.398361005,0.22170435511302117,0,0.4917456235608465,NEO_00130,(765751) Zeta 2011,2024-02-02,Earth
27.06354385094736,0.020769793848830216,0.5709966680752672,24.20429199518285,35604739.26416148,0.5373942117307962,0,0.2958832309620487,NEO_00131,(766252) Zeta 1996,2024-02-02,Earth
26.218600592903563,0.246305678823977,0.5061154097628893,7.779338232880089,6446818.803312332,0.3884814289014594,0,0.37621054429343315,NEO_00132,(538895) Beta 1992,2024-02-03,Earth
18.343885211152184,0.2626707443944624,0.6768748696107988,14.764694834933758,53889538.41774834,0.10193039371326451,0,0.4697728070026306,NEO_00133,(484755) Gamma 1961,2024-02-03,Earth
27.025529066795666,0.07637788799866922,0.6051005094542724,7.77948985544864,9658554.479141397,0.3325393203684176,0,0.3407391987264708,NEO_00134,(489715) Zeta 2008,2024-02-03,Earth
21.34905614657086,0.43153574169407105,0.22833472967371787,17.654790172243764,69488143.88865568,0.23842509554612246,0,0.3299352356838945,NEO_00135,(334484) Alpha 2012,2024-02-03,Earth
22.41530501373377,0.0664911939635114,0.281227403922377,13.16609051108403,51995621.339816704,0.4624229622085478,0,0.1738592989429442,NEO_00136,(526941) Gamma 1998,2024-02-04,Earth
26.73578624106777,0.07068597612340013,0.8910810102540406,15.344038784864875,51473256.01897659,0.3320811082678972,0,0.48088349318872037,NEO_00137,(486354) Zeta 1982,2024-02-04,Earth
18.229252831914206,1.3322979705583669,1.497285577657319,28.76099758871534,631548.4420799649,0.30425508766462256,1,1.4147917741078428,NEO_00138,(488026) Delta 1964,2024-02-04,Earth
20.26495775197938,0.29552510276767446,0.11885046492782153,5.006874129932769,26745460.671144467,0.3125789042141945,0,0.207187783847748,NEO_00139,(383473) Delta 1972,2024-02-04,Earth
27.495206236576422,0.41461279957542213,0.37427598584752,7.631658603180487,6299410.333695086,0.5375091990780779,0,0.394444392711471,NEO_00140,(208237) Zeta 1994,2024-02-05,Earth
15.632515108372804,0.2328672174443453,1.0533223839390509,12.046620257819036,4005529.407261489,0.6108092093451118,1,0.6430948006916981,NEO_00141,(397789) Delta 1995,2024-02-05,Earth
19.17526246777105,0.30945971142474143,0.9235810615663389,8.807083216552748,63400824.474576145,0.44608660351201707,0,0.6165203864955402,NEO_00142,(786143) Zeta 1995,2024-02-05,Earth
21.4413216229004,1.4660955741067634,2.0504033237067643,47.22689022249593,1392568.0126923826,0.4472726775233583,1,1.758249448906764,NEO_00143,(153175) Alpha 1993,2024-02-05,Earth
19.636559428657044,0.3169425364214172,0.7562561387945032,19.943028359672454,4910949.819442643,0.32683982183338467,0,0.5365993376079602,NEO_00144,(150762) Epsilon 2011,2024-02-06,Earth
23.200680211778106,0.0917821371171403,0.5383557269370424,11.53959559920996,36742556.58191911,0.27111496928853235,0,0.31506893202709135,NEO_00145,(289400) Delta 2003,2024-02-06,Earth
24.957486889846173,0.4681699108756012,0.5546860962189745,15.437293103195778,51709883.4702477,0.21686204899602324,0,0.5114280035472878,NEO_00146,(721655) Alpha 2015,2024-02-06,Earth
20.579416277151555,0.40347401278286343,0.6795138281870176,2.1564642974391095,13375564.709957628,0.35380137579947885,0,0.5414939204849405,NEO_00147,(731445) Delta 1982,2024-02-06,Earth
27.865152487929798,0.060984318629933615,0.6148437790323708,6.941434486717274,62959560.63249741,0.5927927699635636,0,0.33791404883115217,NEO_00148,(132583) Alpha 1995,2024-02-07,Earth
24.20132597801537,0.4475135113742033,0.11134676797818314,17.733025165831283,63266499.296741135,0.16374984122336794,0,0.27943013967619323,NEO_00149,(179944) Beta 2006,2024-02-07,Earth
